trial_nb	singe	session	choice	patch
110	1	2	1	1
111	1	2	999	1
112	1	2	-21	1
113	1	2	-16	1
114	1	2	-6	1
115	1	2	-7	1
116	1	2	-18	1
117	1	2	200	1
118	1	2	-8	1
119	1	2	-9	1
120	1	2	-14	1
121	1	2	-15	1
122	1	2	-20	1
123	1	2	-4	1
124	1	2	2	1
125	1	2	-24	2
126	1	2	-25	2
127	1	2	-14	2
128	1	2	-10	2
129	1	2	-4	2
130	1	2	-3	2
131	1	2	-2	2
132	1	2	-12	2
133	1	2	-11	2
134	1	2	-16	2
135	1	2	-21	2
136	1	2	-22	2
137	1	2	0	0
138	1	2	0	0
139	1	2	0	0
140	1	2	0	0
141	1	2	0	0
142	1	2	0	0
143	1	2	0	0
144	1	2	0	0
145	1	2	0	0
146	1	2	0	0
147	1	2	0	0
148	1	2	0	0
149	1	2	0	0
150	1	2	0	0
151	1	2	0	0
152	1	2	0	0
153	1	2	0	0
154	1	2	0	0
155	1	2	0	0
156	1	2	0	0
157	1	2	0	0
158	1	2	0	0
159	1	2	0	0
160	1	2	0	0
161	1	2	0	0
162	1	2	0	0
163	1	2	0	0
164	1	2	0	0
165	1	2	0	0
166	1	2	0	0
167	1	2	0	0
168	1	2	0	0
169	1	2	0	0
170	1	2	0	0
171	1	2	0	0
172	1	2	0	0
173	1	2	0	0
174	1	2	0	0
175	1	2	0	0
176	1	2	0	0
177	1	2	0	0
178	1	2	0	0
179	1	2	0	0
180	1	2	0	0
181	1	2	0	0
182	1	2	0	0
183	1	2	0	0
184	1	2	0	0
185	1	2	0	0
186	1	2	0	0
187	1	2	0	0
188	1	2	0	0
189	1	2	0	0
190	1	2	0	0
191	1	2	0	0
192	1	2	0	0
193	1	2	0	0
194	1	2	0	0
195	1	2	0	0
196	1	2	0	0
197	1	2	0	0
198	1	2	0	0
199	1	2	0	0
200	1	2	0	0
1	1	3	-19	2
2	1	3	24	2
3	1	3	2500	2
4	1	3	20	2
5	1	3	10	2
6	1	3	-9	2
7	1	3	4	2
8	1	3	-10	2
9	1	3	5	2
10	1	3	-4	2
11	1	3	300	2
12	1	3	-18	2
13	1	3	-13	2
14	1	3	-12	2
15	1	3	-7	2
16	1	3	3	2
17	1	3	2200	2
18	1	3	23	2
19	1	3	22	2
20	1	3	24	1
21	1	3	2300	1
22	1	3	-24	1
23	1	3	1800	1
24	1	3	19	1
25	1	3	25	1
26	1	3	15	1
27	1	3	10	1
28	1	3	5	1
29	1	3	4	1
30	1	3	9	1
31	1	3	8	1
32	1	3	3	1
33	1	3	2	1
34	1	3	6	1
35	1	3	12	1
36	1	3	18	1
37	1	3	-24	1
38	1	3	-25	1
39	1	3	13	1
40	1	3	-12	1
41	1	3	7	1
42	1	3	11	1
43	1	3	16	1
44	1	3	21	1
45	1	3	-11	1
46	1	3	-6	1
47	1	3	1	1
48	1	3	-7	1
49	1	3	-1	1
50	1	3	-2	1
51	1	3	-3	1
52	1	3	-8	1
53	1	3	14	1
54	1	3	-15	1
55	1	3	20	1
56	1	3	-25	1
57	1	3	23	1
58	1	3	22	1
59	1	3	-22	1
60	1	3	17	1
61	1	3	-21	1
62	1	3	-11	1
63	1	3	-19	2
64	1	3	25	2
65	1	3	-9	2
66	1	3	-13	2
67	1	3	-20	2
68	1	3	15	2
69	1	3	-22	2
70	1	3	21	2
71	1	3	16	2
72	1	3	-22	2
73	1	3	-23	2
74	1	3	-24	2
75	1	3	-18	2
76	1	3	-13	2
77	1	3	-12	2
78	1	3	999	2
79	1	3	-24	2
80	1	3	-25	2
81	1	3	-14	2
82	1	3	-10	2
83	1	3	-3	2
84	1	3	2	2
85	1	3	-7	2
86	1	3	-13	2
87	1	3	-16	2
88	1	3	1100	2
89	1	3	-17	2
90	1	3	11	2
91	1	3	-11	2
92	1	3	6	2
93	1	3	-11	2
94	1	3	-6	2
95	1	3	1	2
96	1	3	0	0
97	1	3	0	0
98	1	3	0	0
99	1	3	0	0
100	1	3	0	0
101	1	3	0	0
102	1	3	0	0
103	1	3	0	0
104	1	3	0	0
105	1	3	0	0
106	1	3	0	0
107	1	3	0	0
108	1	3	0	0
109	1	3	0	0
110	1	3	0	0
111	1	3	0	0
112	1	3	0	0
113	1	3	0	0
114	1	3	0	0
115	1	3	0	0
116	1	3	0	0
117	1	3	0	0
118	1	3	0	0
119	1	3	0	0
120	1	3	0	0
121	1	3	0	0
122	1	3	0	0
123	1	3	0	0
124	1	3	0	0
125	1	3	0	0
126	1	3	0	0
127	1	3	0	0
128	1	3	0	0
129	1	3	0	0
130	1	3	0	0
131	1	3	0	0
132	1	3	0	0
133	1	3	0	0
134	1	3	0	0
135	1	3	0	0
136	1	3	0	0
137	1	3	0	0
138	1	3	0	0
139	1	3	0	0
140	1	3	0	0
141	1	3	0	0
142	1	3	0	0
143	1	3	0	0
144	1	3	0	0
145	1	3	0	0
146	1	3	0	0
147	1	3	0	0
148	1	3	0	0
149	1	3	0	0
150	1	3	0	0
151	1	3	0	0
152	1	3	0	0
153	1	3	0	0
154	1	3	0	0
155	1	3	0	0
156	1	3	0	0
157	1	3	0	0
158	1	3	0	0
159	1	3	0	0
160	1	3	0	0
161	1	3	0	0
162	1	3	0	0
163	1	3	0	0
164	1	3	0	0
165	1	3	0	0
166	1	3	0	0
167	1	3	0	0
168	1	3	0	0
169	1	3	0	0
170	1	3	0	0
171	1	3	0	0
172	1	3	0	0
173	1	3	0	0
174	1	3	0	0
175	1	3	0	0
176	1	3	0	0
177	1	3	0	0
178	1	3	0	0
179	1	3	0	0
180	1	3	0	0
181	1	3	0	0
182	1	3	0	0
183	1	3	0	0
184	1	3	0	0
185	1	3	0	0
186	1	3	0	0
187	1	3	0	0
188	1	3	0	0
189	1	3	0	0
190	1	3	0	0
191	1	3	0	0
192	1	3	0	0
193	1	3	0	0
194	1	3	0	0
195	1	3	0	0
196	1	3	0	0
197	1	3	0	0
198	1	3	0	0
199	1	3	0	0
200	1	3	0	0
1	1	4	2500	1
2	1	4	20	1
3	1	4	23	1
4	1	4	14	1
5	1	4	15	1
6	1	4	-15	1
7	1	4	10	1
8	1	4	1200	1
9	1	4	24	1
10	1	4	19	1
11	1	4	25	1
12	1	4	-15	1
13	1	4	9	1
14	1	4	4	1
15	1	4	3	1
16	1	4	17	1
17	1	4	-23	1
18	1	4	2200	1
19	1	4	-17	1
20	1	4	1200	1
21	1	4	24	2
22	1	4	25	2
23	1	4	20	2
24	1	4	15	2
25	1	4	10	2
26	1	4	-24	2
27	1	4	-20	2
28	1	4	-14	2
29	1	4	-9	2
30	1	4	-10	2
31	1	4	5	2
32	1	4	4	2
33	1	4	3	2
34	1	4	-7	2
35	1	4	-8	2
36	1	4	-12	2
37	1	4	-17	2
38	1	4	1600	2
39	1	4	21	2
40	1	4	16	2
41	1	4	11	2
42	1	4	6	2
43	1	4	-16	2
44	1	4	-6	2
45	1	4	1	2
46	1	4	2300	2
47	1	4	-12	2
48	1	4	-6	2
49	1	4	-7	2
50	1	4	2	2
51	1	4	99	2
52	1	4	-25	2
53	1	4	-24	1
54	1	4	-25	1
55	1	4	-14	1
56	1	4	-15	1
57	1	4	-9	1
58	1	4	-10	1
59	1	4	5	1
60	1	4	-17	1
61	1	4	12	1
62	1	4	2100	1
63	1	4	2200	1
64	1	4	-23	1
65	1	4	18	1
66	1	4	-24	1
67	1	4	-25	1
68	1	4	99	1
69	1	4	2100	1
70	1	4	1600	1
71	1	4	11	1
72	1	4	21	1
73	1	4	-21	1
74	1	4	16	1
75	1	4	600	1
76	1	4	-12	1
77	1	4	-11	1
78	1	4	6	1
79	1	4	-25	1
80	1	4	23	2
81	1	4	-24	2
82	1	4	-25	2
83	1	4	-20	2
84	1	4	-14	2
85	1	4	-13	2
86	1	4	-3	2
87	1	4	-4	2
88	1	4	-1	2
89	1	4	-6	2
90	1	4	-11	2
91	1	4	-16	2
92	1	4	2200	2
93	1	4	-21	2
94	1	4	22	2
95	1	4	999	2
96	1	4	-15	2
97	1	4	-10	2
98	1	4	-9	2
99	1	4	-25	1
100	1	4	-24	1
101	1	4	-18	1
102	1	4	-8	1
103	1	4	-12	1
104	1	4	7	1
105	1	4	-6	1
106	1	4	1	1
107	1	4	-5	1
108	1	4	-4	1
109	1	4	-3	1
110	1	4	0	0
111	1	4	0	0
112	1	4	0	0
113	1	4	0	0
114	1	4	0	0
115	1	4	0	0
116	1	4	0	0
117	1	4	0	0
118	1	4	0	0
119	1	4	0	0
120	1	4	0	0
121	1	4	0	0
122	1	4	0	0
123	1	4	0	0
124	1	4	0	0
125	1	4	0	0
126	1	4	0	0
127	1	4	0	0
128	1	4	0	0
129	1	4	0	0
130	1	4	0	0
131	1	4	0	0
132	1	4	0	0
133	1	4	0	0
134	1	4	0	0
135	1	4	0	0
136	1	4	0	0
137	1	4	0	0
138	1	4	0	0
139	1	4	0	0
140	1	4	0	0
141	1	4	0	0
142	1	4	0	0
143	1	4	0	0
144	1	4	0	0
145	1	4	0	0
146	1	4	0	0
147	1	4	0	0
148	1	4	0	0
149	1	4	0	0
150	1	4	0	0
151	1	4	0	0
152	1	4	0	0
153	1	4	0	0
154	1	4	0	0
155	1	4	0	0
156	1	4	0	0
157	1	4	0	0
158	1	4	0	0
159	1	4	0	0
160	1	4	0	0
161	1	4	0	0
162	1	4	0	0
163	1	4	0	0
164	1	4	0	0
165	1	4	0	0
166	1	4	0	0
167	1	4	0	0
168	1	4	0	0
169	1	4	0	0
170	1	4	0	0
171	1	4	0	0
172	1	4	0	0
173	1	4	0	0
174	1	4	0	0
175	1	4	0	0
176	1	4	0	0
177	1	4	0	0
178	1	4	0	0
179	1	4	0	0
180	1	4	0	0
181	1	4	0	0
182	1	4	0	0
183	1	4	0	0
184	1	4	0	0
185	1	4	0	0
186	1	4	0	0
187	1	4	0	0
188	1	4	0	0
189	1	4	0	0
190	1	4	0	0
191	1	4	0	0
192	1	4	0	0
193	1	4	0	0
194	1	4	0	0
195	1	4	0	0
196	1	4	0	0
197	1	4	0	0
198	1	4	0	0
199	1	4	0	0
200	1	4	0	0
1	1	5	-18	2
2	1	5	-19	2
3	1	5	24	2
4	1	5	25	2
5	1	5	24	1
6	1	5	25	1
7	1	5	-25	1
8	1	5	2000	1
9	1	5	15	1
10	1	5	10	1
11	1	5	5	1
12	1	5	4	1
13	1	5	14	1
14	1	5	18	1
15	1	5	13	1
16	1	5	8	1
17	1	5	7	1
18	1	5	3	1
19	1	5	9	1
20	1	5	20	1
21	1	5	-25	1
22	1	5	-10	1
23	1	5	-9	1
24	1	5	-3	1
25	1	5	2	1
26	1	5	22	1
27	1	5	23	1
28	1	5	-24	1
29	1	5	19	1
30	1	5	-18	1
31	1	5	17	1
32	1	5	12	1
33	1	5	11	1
34	1	5	6	1
35	1	5	1600	1
36	1	5	-22	1
37	1	5	1600	1
38	1	5	21	1
39	1	5	16	1
40	1	5	-21	1
41	1	5	-22	1
42	1	5	-17	1
43	1	5	23	1
44	1	5	-24	1
45	1	5	-25	1
46	1	5	-9	1
47	1	5	-24	2
48	1	5	-25	2
49	1	5	20	2
50	1	5	-14	2
51	1	5	15	2
52	1	5	10	2
53	1	5	-17	2
54	1	5	-18	2
55	1	5	-8	2
56	1	5	3	2
57	1	5	4	2
58	1	5	5	2
59	1	5	-15	2
60	1	5	-10	2
61	1	5	-4	2
62	1	5	-5	2
63	1	5	1100	2
64	1	5	16	2
65	1	5	21	2
66	1	5	-16	2
67	1	5	11	2
68	1	5	-17	2
69	1	5	-11	2
70	1	5	6	2
71	1	5	-6	2
72	1	5	-16	2
73	1	5	-6	2
74	1	5	100	2
75	1	5	-7	2
76	1	5	-5	2
77	1	5	-10	2
78	1	5	200	2
79	1	5	100	2
80	1	5	-7	2
81	1	5	2	2
82	1	5	100	2
83	1	5	0	0
84	1	5	0	0
85	1	5	0	0
86	1	5	0	0
87	1	5	0	0
88	1	5	0	0
89	1	5	0	0
90	1	5	0	0
91	1	5	0	0
92	1	5	0	0
93	1	5	0	0
94	1	5	0	0
95	1	5	0	0
96	1	5	0	0
97	1	5	0	0
98	1	5	0	0
99	1	5	0	0
100	1	5	0	0
101	1	5	0	0
102	1	5	0	0
103	1	5	0	0
104	1	5	0	0
105	1	5	0	0
106	1	5	0	0
107	1	5	0	0
108	1	5	0	0
109	1	5	0	0
110	1	5	0	0
111	1	5	0	0
112	1	5	0	0
113	1	5	0	0
114	1	5	0	0
115	1	5	0	0
116	1	5	0	0
117	1	5	0	0
118	1	5	0	0
119	1	5	0	0
120	1	5	0	0
121	1	5	0	0
122	1	5	0	0
123	1	5	0	0
124	1	5	0	0
125	1	5	0	0
126	1	5	0	0
127	1	5	0	0
128	1	5	0	0
129	1	5	0	0
130	1	5	0	0
131	1	5	0	0
132	1	5	0	0
133	1	5	0	0
134	1	5	0	0
135	1	5	0	0
136	1	5	0	0
137	1	5	0	0
138	1	5	0	0
139	1	5	0	0
140	1	5	0	0
141	1	5	0	0
142	1	5	0	0
143	1	5	0	0
144	1	5	0	0
145	1	5	0	0
146	1	5	0	0
147	1	5	0	0
148	1	5	0	0
149	1	5	0	0
150	1	5	0	0
151	1	5	0	0
152	1	5	0	0
153	1	5	0	0
154	1	5	0	0
155	1	5	0	0
156	1	5	0	0
157	1	5	0	0
158	1	5	0	0
159	1	5	0	0
160	1	5	0	0
161	1	5	0	0
162	1	5	0	0
163	1	5	0	0
164	1	5	0	0
165	1	5	0	0
166	1	5	0	0
167	1	5	0	0
168	1	5	0	0
169	1	5	0	0
170	1	5	0	0
171	1	5	0	0
172	1	5	0	0
173	1	5	0	0
174	1	5	0	0
175	1	5	0	0
176	1	5	0	0
177	1	5	0	0
178	1	5	0	0
179	1	5	0	0
180	1	5	0	0
181	1	5	0	0
182	1	5	0	0
183	1	5	0	0
184	1	5	0	0
185	1	5	0	0
186	1	5	0	0
187	1	5	0	0
188	1	5	0	0
189	1	5	0	0
190	1	5	0	0
191	1	5	0	0
192	1	5	0	0
193	1	5	0	0
194	1	5	0	0
195	1	5	0	0
196	1	5	0	0
197	1	5	0	0
198	1	5	0	0
199	1	5	0	0
200	1	5	0	0
1	1	6	24	1
2	1	6	25	1
3	1	6	20	1
4	1	6	15	1
5	1	6	-24	1
6	1	6	-20	1
7	1	6	14	1
8	1	6	9	1
9	1	6	23	1
10	1	6	18	1
11	1	6	13	1
12	1	6	-14	1
13	1	6	8	1
14	1	6	3	1
15	1	6	10	1
16	1	6	-15	1
17	1	6	5	1
18	1	6	1200	1
19	1	6	24	2
20	1	6	25	2
21	1	6	15	2
22	1	6	-15	2
23	1	6	10	2
24	1	6	-9	2
25	1	6	4	2
26	1	6	5	2
27	1	6	-15	2
28	1	6	20	2
29	1	6	-25	2
30	1	6	-24	2
31	1	6	-19	2
32	1	6	-18	2
33	1	6	-12	2
34	1	6	-17	2
35	1	6	2200	2
36	1	6	2300	2
37	1	6	22	2
38	1	6	2100	2
39	1	6	16	2
40	1	6	-16	2
41	1	6	11	2
42	1	6	-16	2
43	1	6	-11	2
44	1	6	6	2
45	1	6	100	2
46	1	6	-7	2
47	1	6	2	2
48	1	6	2100	1
49	1	6	-23	1
50	1	6	2100	1
51	1	6	2200	1
52	1	6	2100	1
53	1	6	22	1
54	1	6	-22	1
55	1	6	17	1
56	1	6	-23	1
57	1	6	-17	1
58	1	6	-18	1
59	1	6	-24	1
60	1	6	1900	1
61	1	6	-25	1
62	1	6	19	1
63	1	6	-23	1
64	1	6	-18	1
65	1	6	-17	1
66	1	6	1100	1
67	1	6	-17	1
68	1	6	1600	1
69	1	6	2100	1
70	1	6	1600	1
71	1	6	1100	1
72	1	6	-13	1
73	1	6	1200	1
74	1	6	-17	1
75	1	6	-22	1
76	1	6	700	1
77	1	6	-3	1
78	1	6	-24	2
79	1	6	-25	2
80	1	6	-14	2
81	1	6	-15	2
82	1	6	-8	2
83	1	6	3	2
84	1	6	-5	2
85	1	6	-4	2
86	1	6	-2	2
87	1	6	1	2
88	1	6	21	2
89	1	6	999	2
90	1	6	-21	2
91	1	6	-22	2
92	1	6	-11	2
93	1	6	6	2
94	1	6	-25	1
95	1	6	-20	1
96	1	6	-18	1
97	1	6	-23	1
98	1	6	0	0
99	1	6	0	0
100	1	6	0	0
101	1	6	0	0
102	1	6	0	0
103	1	6	0	0
104	1	6	0	0
105	1	6	0	0
106	1	6	0	0
107	1	6	0	0
108	1	6	0	0
109	1	6	0	0
110	1	6	0	0
111	1	6	0	0
112	1	6	0	0
113	1	6	0	0
114	1	6	0	0
115	1	6	0	0
116	1	6	0	0
117	1	6	0	0
118	1	6	0	0
119	1	6	0	0
120	1	6	0	0
121	1	6	0	0
122	1	6	0	0
123	1	6	0	0
124	1	6	0	0
125	1	6	0	0
126	1	6	0	0
127	1	6	0	0
128	1	6	0	0
129	1	6	0	0
130	1	6	0	0
131	1	6	0	0
132	1	6	0	0
133	1	6	0	0
134	1	6	0	0
135	1	6	0	0
136	1	6	0	0
137	1	6	0	0
138	1	6	0	0
139	1	6	0	0
140	1	6	0	0
141	1	6	0	0
142	1	6	0	0
143	1	6	0	0
144	1	6	0	0
145	1	6	0	0
146	1	6	0	0
147	1	6	0	0
148	1	6	0	0
149	1	6	0	0
150	1	6	0	0
151	1	6	0	0
152	1	6	0	0
153	1	6	0	0
154	1	6	0	0
155	1	6	0	0
156	1	6	0	0
157	1	6	0	0
158	1	6	0	0
159	1	6	0	0
160	1	6	0	0
161	1	6	0	0
162	1	6	0	0
163	1	6	0	0
164	1	6	0	0
165	1	6	0	0
166	1	6	0	0
167	1	6	0	0
168	1	6	0	0
169	1	6	0	0
170	1	6	0	0
171	1	6	0	0
172	1	6	0	0
173	1	6	0	0
174	1	6	0	0
175	1	6	0	0
176	1	6	0	0
177	1	6	0	0
178	1	6	0	0
179	1	6	0	0
180	1	6	0	0
181	1	6	0	0
182	1	6	0	0
183	1	6	0	0
184	1	6	0	0
185	1	6	0	0
186	1	6	0	0
187	1	6	0	0
188	1	6	0	0
189	1	6	0	0
190	1	6	0	0
191	1	6	0	0
192	1	6	0	0
193	1	6	0	0
194	1	6	0	0
195	1	6	0	0
196	1	6	0	0
197	1	6	0	0
198	1	6	0	0
199	1	6	0	0
200	1	6	0	0
1	1	7	25	2
2	1	7	20	2
3	1	7	2300	2
4	1	7	24	2
5	1	7	-25	2
6	1	7	2300	2
7	1	7	25	1
8	1	7	20	1
9	1	7	15	1
10	1	7	10	1
11	1	7	9	1
12	1	7	4	1
13	1	7	3	1
14	1	7	8	1
15	1	7	-25	1
16	1	7	24	1
17	1	7	19	1
18	1	7	13	1
19	1	7	18	1
20	1	7	2200	1
21	1	7	23	1
22	1	7	-24	1
23	1	7	-23	1
24	1	7	22	1
25	1	7	17	1
26	1	7	-17	1
27	1	7	12	1
28	1	7	-18	1
29	1	7	-23	1
30	1	7	-24	1
31	1	7	14	1
32	1	7	-22	1
33	1	7	21	1
34	1	7	-21	1
35	1	7	16	1
36	1	7	-17	1
37	1	7	-16	1
38	1	7	1100	1
39	1	7	-16	1
40	1	7	11	1
41	1	7	6	1
42	1	7	1	1
43	1	7	999	1
44	1	7	-24	1
45	1	7	-25	1
46	1	7	-14	1
47	1	7	5	1
48	1	7	-4	1
49	1	7	-3	1
50	1	7	-8	1
51	1	7	-10	1
52	1	7	-15	1
53	1	7	-25	2
54	1	7	-24	2
55	1	7	23	2
56	1	7	-13	2
57	1	7	-12	2
58	1	7	-22	1
59	1	7	-23	1
60	1	7	-16	1
61	1	7	-21	1
62	1	7	-11	1
63	1	7	7	1
64	1	7	2	1
65	1	7	-1	1
66	1	7	-6	1
67	1	7	-8	1
68	1	7	-14	1
69	1	7	-13	1
70	1	7	-18	1
71	1	7	-23	1
72	1	7	-24	1
73	1	7	-25	1
74	1	7	-20	1
75	1	7	-15	1
76	1	7	-10	1
77	1	7	-4	1
78	1	7	-5	1
79	1	7	-18	2
80	1	7	-19	2
81	1	7	-18	2
82	1	7	-17	2
83	1	7	11	2
84	1	7	16	2
85	1	7	-7	2
86	1	7	-8	2
87	1	7	3	2
88	1	7	200	2
89	1	7	4	2
90	1	7	10	2
91	1	7	5	2
92	1	7	-3	2
93	1	7	-19	2
94	1	7	-8	2
95	1	7	-9	2
96	1	7	-10	2
97	1	7	200	2
98	1	7	-7	2
99	1	7	200	2
100	1	7	0	0
101	1	7	0	0
102	1	7	0	0
103	1	7	0	0
104	1	7	0	0
105	1	7	0	0
106	1	7	0	0
107	1	7	0	0
108	1	7	0	0
109	1	7	0	0
110	1	7	0	0
111	1	7	0	0
112	1	7	0	0
113	1	7	0	0
114	1	7	0	0
115	1	7	0	0
116	1	7	0	0
117	1	7	0	0
118	1	7	0	0
119	1	7	0	0
120	1	7	0	0
121	1	7	0	0
122	1	7	0	0
123	1	7	0	0
124	1	7	0	0
125	1	7	0	0
126	1	7	0	0
127	1	7	0	0
128	1	7	0	0
129	1	7	0	0
130	1	7	0	0
131	1	7	0	0
132	1	7	0	0
133	1	7	0	0
134	1	7	0	0
135	1	7	0	0
136	1	7	0	0
137	1	7	0	0
138	1	7	0	0
139	1	7	0	0
140	1	7	0	0
141	1	7	0	0
142	1	7	0	0
143	1	7	0	0
144	1	7	0	0
145	1	7	0	0
146	1	7	0	0
147	1	7	0	0
148	1	7	0	0
149	1	7	0	0
150	1	7	0	0
151	1	7	0	0
152	1	7	0	0
153	1	7	0	0
154	1	7	0	0
155	1	7	0	0
156	1	7	0	0
